Run,gene,coverage,normalized_microdiversity,normalized_microdiversity_rank,coverage_rank
SRR11059940,E,1.9210526315789473,0.0,1.0,2.0
SRR11059940,M,21.856502242152466,0.0009294846244866784,7.0,25.0
SRR11059940,N,35.115873015873014,0.0016965816288681457,17.0,29.0
SRR11059940,ORF10,17.74436090225564,0.0025665912489948824,26.0,21.0
SRR11059940,ORF3a,9.58937198067633,0.0006416488213971247,4.0,8.0
SRR11059940,ORF6,25.397849462365592,0.0015336404626507215,10.0,28.0
SRR11059940,ORF7a,23.983606557377048,0.0012902864139483791,9.0,27.0
SRR11059940,ORF7b,18.075757575757574,0.0016569566085946844,15.0,22.0
SRR11059940,ORF8,14.907103825136613,0.0015621373752605632,11.0,18.0
SRR11059940,S,14.779434850863423,0.0018282174942286585,22.0,17.0
SRR11059940,YP_009725297.1,7.394444444444445,0.0008123059933835576,6.0,7.0
SRR11059940,YP_009725298.1,13.508881922675027,0.0016581820681785902,16.0,15.0
SRR11059940,YP_009725299.1,11.567266495287061,0.0015842085352963321,13.0,10.0
SRR11059940,YP_009725300.1,5.138,0.0004808631397956142,3.0,5.0
SRR11059940,YP_009725301.1,16.24074074074074,0.0010594174077188053,8.0,20.0
SRR11059940,YP_009725302.1,3.889655172413793,0.0025542003700342744,25.0,3.0
SRR11059940,YP_009725303.1,13.473895582329318,0.0007457542523618587,5.0,14.0
SRR11059940,YP_009725304.1,12.74915824915825,0.0017910113033275251,21.0,12.0
SRR11059940,YP_009725305.1,4.188790560471976,0.005780226437650172,28.0,4.0
SRR11059940,YP_009725306.1,6.366906474820144,0.00021975014904554758,2.0,6.0
SRR11059940,YP_009725307.1,11.230440967283073,0.0016375241350622715,14.0,9.0
SRR11059940,YP_009725308.1,19.18247365501941,0.0017739816159736258,19.0,24.0
SRR11059940,YP_009725309.1,14.551549652118911,0.001788040432983798,20.0,16.0
SRR11059940,YP_009725310.1,22.54238921001927,0.001866861175737816,23.0,26.0
SRR11059940,YP_009725311.1,15.816554809843401,0.001702235609102245,18.0,19.0
SRR11059940,YP_009725312.1,12.256410256410257,0.002303029186097821,24.0,11.0
SRR11059940,3'UTR,13.192139737991265,0.0015635172380111544,12.0,13.0
SRR11059940,5'UTR,1.6075471698113208,,,1.0
SRR11059940,stem_loop,18.13917525773196,0.003413261385341483,27.0,23.0
SRR11059941,E,0.0,,,1.0
SRR11059941,M,1.7742899850523168,0.0,1.0,26.0
SRR11059941,N,3.438888888888889,0.011404118541818149,3.0,29.0
SRR11059941,ORF10,0.7518796992481203,,,14.0
SRR11059941,ORF3a,0.8285024154589372,,,18.0
SRR11059941,ORF6,2.9086021505376345,,,28.0
SRR11059941,ORF7a,2.057377049180328,,,27.0
SRR11059941,ORF7b,0.49242424242424243,,,9.0
SRR11059941,ORF8,0.412568306010929,,,8.0
SRR11059941,S,0.8281004709576139,,,17.0
SRR11059941,YP_009725297.1,0.8037037037037037,,,16.0
SRR11059941,YP_009725298.1,1.0851619644723094,,,21.0
SRR11059941,YP_009725299.1,0.7079691516709512,0.0,1.0,13.0
SRR11059941,YP_009725300.1,0.22733333333333333,,,5.0
SRR11059941,YP_009725301.1,1.2145969498910676,,,24.0
SRR11059941,YP_009725302.1,0.30114942528735633,,,6.0
SRR11059941,YP_009725303.1,0.7831325301204819,,,15.0
SRR11059941,YP_009725304.1,0.5791245791245792,,,10.0
SRR11059941,YP_009725305.1,0.0,,,1.0
SRR11059941,YP_009725306.1,0.045563549160671464,,,4.0
SRR11059941,YP_009725307.1,0.6404694167852063,,,12.0
SRR11059941,YP_009725308.1,0.9833610648918469,,,19.0
SRR11059941,YP_009725309.1,0.6154332700822265,,,11.0
SRR11059941,YP_009725310.1,1.1801541425818882,,,22.0
SRR11059941,YP_009725311.1,0.3624161073825503,,,7.0
SRR11059941,YP_009725312.1,1.0,,,20.0
SRR11059941,3'UTR,1.4235807860262009,,,25.0
SRR11059941,5'UTR,0.0,,,1.0
SRR11059941,stem_loop,1.211340206185567,,,23.0
SRR11059942,E,146.0219298245614,0.001727061402607877,6.0,13.0
SRR11059942,M,100.14050822122572,0.0018815769768750004,8.0,11.0
SRR11059942,N,490.6595238095238,0.002352739332881298,17.0,26.0
SRR11059942,ORF10,483.77443609022555,0.0024644579059214,20.0,25.0
SRR11059942,ORF3a,187.56763285024155,0.0037175868322219204,26.0,16.0
SRR11059942,ORF6,159.84408602150538,0.002111814491514357,13.0,14.0
SRR11059942,ORF7a,171.99726775956285,0.0024374115810278803,19.0,15.0
SRR11059942,ORF7b,54.446969696969695,0.0012832776756022402,2.0,8.0
SRR11059942,ORF8,67.44808743169399,0.0028839399409859526,24.0,10.0
SRR11059942,S,192.92150706436422,0.0024299093568050144,18.0,17.0
SRR11059942,YP_009725297.1,29.283333333333335,0.0020872548996814897,12.0,6.0
SRR11059942,YP_009725298.1,508.619644723093,0.0022459524048713507,16.0,27.0
SRR11059942,YP_009725299.1,297.02776349614396,0.002079491111963965,11.0,21.0
SRR11059942,YP_009725300.1,30.108666666666668,0.0018330386532291174,7.0,7.0
SRR11059942,YP_009725301.1,401.92047930283223,0.004651852183853585,27.0,24.0
SRR11059942,YP_009725302.1,20.785057471264366,0.00197582082638185,10.0,5.0
SRR11059942,YP_009725303.1,65.06425702811245,0.0022099106767018793,15.0,9.0
SRR11059942,YP_009725304.1,293.973063973064,0.0015700955807325817,5.0,20.0
SRR11059942,YP_009725305.1,15.705014749262537,0.0014754685728821336,4.0,4.0
SRR11059942,YP_009725306.1,4.601918465227818,0.0010728972665505186,1.0,3.0
SRR11059942,YP_009725307.1,143.34246088193456,0.0021128383020109546,14.0,12.0
SRR11059942,YP_009725308.1,303.9012756516916,0.0019657695187728762,9.0,22.0
SRR11059942,YP_009725309.1,219.32258064516128,0.002521095564154239,21.0,19.0
SRR11059942,YP_009725310.1,1375.4161849710983,0.0026625695916946066,22.0,29.0
SRR11059942,YP_009725311.1,218.38478747203578,0.002689982209626892,23.0,18.0
SRR11059942,YP_009725312.1,0.0,,,1.0
SRR11059942,3'UTR,650.3318777292576,0.0035470342035612114,25.0,28.0
SRR11059942,5'UTR,0.0,,,1.0
SRR11059942,stem_loop,385.0154639175258,0.0013504520631064144,3.0,23.0
SRR11059943,E,0.0,,,1.0
SRR11059943,M,0.0,,,1.0
SRR11059943,N,18.375396825396827,0.0038301147031180624,10.0,25.0
SRR11059943,ORF10,0.7819548872180451,,,13.0
SRR11059943,ORF3a,0.11956521739130435,0.0,1.0,9.0
SRR11059943,ORF6,0.0,,,1.0
SRR11059943,ORF7a,0.0,,,1.0
SRR11059943,ORF7b,0.0,,,1.0
SRR11059943,ORF8,0.0,,,1.0
SRR11059943,S,8.31737310308739,0.002722835088262845,7.0,23.0
SRR11059943,YP_009725297.1,2.074074074074074,0.0011649909644908783,5.0,17.0
SRR11059943,YP_009725298.1,1.815569487983281,0.0028609540517983848,9.0,16.0
SRR11059943,YP_009725299.1,30.508140531276776,0.004563645495461162,13.0,27.0
SRR11059943,YP_009725300.1,0.7553333333333333,0.0010373057736772907,4.0,12.0
SRR11059943,YP_009725301.1,28.54139433551198,0.004407526679410987,12.0,26.0
SRR11059943,YP_009725302.1,0.15057471264367817,,,10.0
SRR11059943,YP_009725303.1,0.1606425702811245,,,11.0
SRR11059943,YP_009725304.1,48.52020202020202,0.004639761643480165,14.0,28.0
SRR11059943,YP_009725305.1,5.289085545722714,0.006379231347763795,16.0,20.0
SRR11059943,YP_009725306.1,5.976019184652278,0.0027471699624963377,8.0,21.0
SRR11059943,YP_009725307.1,2.588549075391181,0.0016427556576730086,6.0,18.0
SRR11059943,YP_009725308.1,7.130892956184137,0.004198768268528064,11.0,22.0
SRR11059943,YP_009725309.1,1.114484503478811,0.009980996233437421,17.0,14.0
SRR11059943,YP_009725310.1,148.21098265895955,0.0050174229942867455,15.0,29.0
SRR11059943,YP_009725311.1,1.7606263982102908,0.013656712834634792,18.0,15.0
SRR11059943,YP_009725312.1,0.0,,,1.0
SRR11059943,3'UTR,9.637554585152838,0.0010337210592272338,3.0,24.0
SRR11059943,5'UTR,0.0,,,1.0
SRR11059943,stem_loop,3.077319587628866,0.0004847537834529525,2.0,19.0
SRR11059944,E,282.10526315789474,0.0033284294312263237,27.0,2.0
SRR11059944,M,3435.5186846038864,0.0018140638532779519,4.0,26.0
SRR11059944,N,5938.676190476191,0.0024490456951943807,17.0,29.0
SRR11059944,ORF10,1476.248120300752,0.0016759650416303166,3.0,12.0
SRR11059944,ORF3a,662.9239130434783,0.002050050583221095,10.0,6.0
SRR11059944,ORF6,2619.430107526882,0.0022007471119507124,13.0,23.0
SRR11059944,ORF7a,3520.879781420765,0.002175700547017684,12.0,27.0
